2025-09-26 16:57:59,web,1,0.606,
2025-09-26 16:58:00,web,1,0.393,
2025-09-26 16:58:00,web,1,0.391,
2025-09-26 16:58:00,web,1,0.364,
2025-09-26 16:58:01,web,1,0.371,
2025-09-26 16:58:01,web,1,0.366,
2025-09-26 16:58:01,web,1,0.365,
2025-09-26 16:58:01,web,1,0.356,
2025-09-26 16:58:01,web,1,0.392,
2025-09-26 16:58:02,web,1,0.372,
2025-09-26 16:58:02,web,1,0.389,
2025-09-26 16:58:02,web,1,0.376,
2025-09-26 16:58:02,web,1,0.387,
2025-09-26 16:58:02,web,1,0.402,
2025-09-26 16:58:03,web,1,0.385,
2025-09-26 16:58:03,web,1,0.370,
2025-09-26 16:58:03,web,1,0.415,
2025-09-26 16:58:03,web,1,0.413,
2025-09-26 16:58:03,web,1,0.396,
2025-09-26 16:58:04,web,1,0.382,
2025-09-26 16:58:04,web,1,0.388,
2025-09-26 16:58:04,web,1,0.444,
2025-09-26 16:58:04,web,1,0.434,
2025-09-26 16:58:04,web,1,0.368,
2025-09-26 16:58:05,web,1,0.356,
2025-09-26 16:58:05,web,1,0.395,
2025-09-26 16:58:05,web,1,0.347,
2025-09-26 16:58:05,web,1,0.370,
2025-09-26 16:58:05,web,1,0.331,
2025-09-26 16:58:06,web,1,0.256,
2025-09-26 16:58:06,web,1,0.363,
2025-09-26 16:58:06,web,1,0.399,
2025-09-26 16:58:06,web,1,0.395,
2025-09-26 16:58:06,web,1,0.383,
2025-09-26 16:58:06,web,1,0.403,
2025-09-26 16:58:07,web,1,0.400,
2025-09-26 16:58:07,web,1,0.410,
2025-09-26 16:58:07,web,1,0.409,
2025-09-26 16:58:07,web,1,0.401,
2025-09-26 16:58:07,web,1,0.401,
2025-09-26 16:58:08,web,1,0.417,
2025-09-26 16:58:08,web,1,0.407,
2025-09-26 16:58:08,web,1,0.414,
2025-09-26 16:58:08,web,1,0.419,
2025-09-26 16:58:08,web,1,0.384,
2025-09-26 16:58:09,web,1,0.346,
2025-09-26 16:58:09,web,1,0.392,
2025-09-26 16:58:09,web,1,0.318,
2025-09-26 16:58:09,web,1,0.220,
2025-09-26 16:58:09,web,1,0.319,
2025-09-26 16:58:09,web,1,0.378,
2025-09-26 16:58:10,web,1,0.411,
2025-09-26 16:58:10,web,1,0.414,
2025-09-26 16:58:10,web,1,0.398,
2025-09-26 16:58:10,web,1,0.429,
2025-09-26 16:58:10,web,1,0.621,
2025-09-26 16:58:11,web,1,0.657,
2025-09-26 16:58:11,web,1,0.639,
2025-09-26 16:58:11,web,1,0.663,
2025-09-26 16:58:11,web,1,0.585,
2025-09-26 16:58:11,web,1,0.635,
2025-09-26 16:58:12,web,1,0.630,
2025-09-26 16:58:12,web,1,0.667,
2025-09-26 16:58:12,web,1,0.602,
2025-09-26 16:58:12,web,1,0.388,
2025-09-26 16:58:12,web,1,0.320,
2025-09-26 16:58:12,web,1,0.261,
2025-09-26 16:58:13,web,1,0.253,
2025-09-26 16:58:13,web,1,0.401,
2025-09-26 16:58:13,web,1,0.281,
2025-09-26 16:58:13,web,1,0.231,
2025-09-26 16:58:13,web,1,0.263,
2025-09-26 16:58:14,web,1,0.366,
2025-09-26 16:58:14,web,1,0.588,
2025-09-26 16:58:14,web,1,0.570,
2025-09-26 16:58:14,web,1,0.564,
2025-09-26 16:58:14,web,1,0.629,
2025-09-26 16:58:14,web,1,0.626,
2025-09-26 16:58:15,web,1,0.624,
2025-09-26 16:58:15,web,1,0.454,
2025-09-26 16:58:15,web,1,0.444,
2025-09-26 16:58:15,web,1,0.509,
2025-09-26 16:58:15,web,1,0.490,
2025-09-26 16:58:16,web,1,0.496,
2025-09-26 16:58:16,web,1,0.461,
2025-09-26 16:58:16,web,1,0.399,
2025-09-26 16:58:16,web,1,0.393,
2025-09-26 16:58:17,web,1,0.465,
2025-09-26 16:58:17,web,1,0.474,
2025-09-26 16:58:17,web,1,0.497,
2025-09-26 16:58:17,web,1,0.501,
2025-09-26 16:58:17,web,1,0.631,
2025-09-26 16:58:17,web,1,0.634,
2025-09-26 16:58:18,web,1,0.615,
2025-09-26 16:58:18,web,1,0.653,
2025-09-26 16:58:18,web,1,0.513,
2025-09-26 16:58:18,web,1,0.480,
2025-09-26 16:58:18,web,1,0.625,
2025-09-26 16:58:18,web,1,0.493,
2025-09-26 16:58:19,web,1,0.479,
2025-09-26 16:58:19,web,1,0.548,
2025-09-26 16:58:19,web,1,0.495,
2025-09-26 16:58:19,web,1,0.596,
2025-09-26 16:58:19,web,1,0.477,
2025-09-26 16:58:20,web,1,0.576,
2025-09-26 16:58:20,web,1,0.498,
2025-09-26 16:58:20,web,1,0.540,
2025-09-26 16:58:20,web,1,0.566,
2025-09-26 16:58:20,web,1,0.550,
2025-09-26 16:58:20,web,1,0.516,
2025-09-26 16:58:21,web,1,0.530,
2025-09-26 16:58:21,web,1,0.493,
2025-09-26 16:58:21,web,1,0.689,
2025-09-26 16:58:21,web,1,0.549,
2025-09-26 16:58:21,web,1,0.510,
2025-09-26 16:58:22,web,1,0.509,
2025-09-26 16:58:22,web,1,0.472,
2025-09-26 16:58:22,web,1,0.548,
2025-09-26 16:58:22,web,1,0.557,
2025-09-26 16:58:22,web,1,0.493,
2025-09-26 16:58:23,web,1,0.560,
2025-09-26 16:58:23,web,1,0.601,
2025-09-26 16:58:23,web,1,0.588,
2025-09-26 16:58:23,web,1,0.552,
2025-09-26 16:58:23,web,1,0.463,
2025-09-26 16:58:23,web,1,0.433,
